CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X8,19/03/2009,13.7,18.7,9.2,65,0,1007.4,19.7,,240,8.4,210
X8,20/03/2009,13.4,18.1,10.2,58,0,1007.6,19.9,,100,12.2,107
X8,21/03/2009,11.1,15.4,6.9,59,0,1011.5,13.5,,232,9.2,210
X8,22/03/2009,12.4,16.6,8.5,60,0,1014.1,19.8,,240,8.5,215
X8,23/03/2009,14.9,21.6,10.9,49,0,1010.2,21.5,,275,10.7,292
X8,24/03/2009,13.5,21.4,9,52,0,1003.6,17.5,,324,11.6,71
X8,25/03/2009,12.7,18.5,8,54,0,1005.5,21.1,,261,12.1,207
X8,26/03/2009,13.2,18.8,9.7,67,0,1005.8,17.7,,160,6.1,121
X8,27/03/2009,13.6,18.9,8.3,69,0,1001.4,21.5,,227,8.2,213
X8,28/03/2009,11.8,13.4,9.2,85,13.3,991.8,2.8,,51,10.8,81
X8,29/03/2009,11.2,16.4,8.2,78,7,994,11.3,,242,8,221
X8,30/03/2009,11.2,14.3,8.9,74,2.3,1002.9,7,,237,10.3,289
X8,31/03/2009,9.7,11.5,8.6,79,22.6,1002,3.4,,317,9.8,310
X8,01/04/2009,11.6,17.4,7.9,75,6.9,999.5,8.1,,300,10,318
X8,02/04/2009,10.6,12,9.4,80,7,1004.4,3.7,,306,9.2,320
X8,03/04/2009,12.9,19.1,8.8,69,0,1008.9,14.5,,277,7.8,334
X8,04/04/2009,13.7,19.8,8.5,71,0,1011.5,22.7,,230,7.7,218
X8,05/04/2009,14.2,19.9,10.3,75,0,1010.7,21.7,,224,7.4,206
X8,06/04/2009,14.4,19.3,9.5,71,0,1005.8,22.5,,234,8.1,208
X8,07/04/2009,12.4,15.4,10.1,83,25.8,1001,6.2,,63,14.7,91
X8,08/04/2009,13.1,16,10.7,69,3.9,1005.3,5.8,,39,11.4,23
X8,09/04/2009,14.6,20.5,9.6,70,0,1005.2,23.2,,132,6.4,105
X8,10/04/2009,12.8,14.3,12,86,2,998.4,5.2,,103,9.2,86
X8,11/04/2009,12.4,15.9,9.2,74,8.8,994.6,18.7,,94,18.9,132
X8,12/04/2009,11,14.8,7.9,76,5.2,998.4,8.4,,312,8,312
X8,13/04/2009,15.5,22.2,10.8,57,0.1,999.5,23.5,,299,13.4,307
X8,14/04/2009,15,20.5,10.5,71,0,998.7,23.5,,171,5.8,134
X8,15/04/2009,14.7,18.7,12.2,73,0,997.7,18.9,,208,10.3,208
X8,16/04/2009,14.3,19.5,10.5,65,6.4,1000.1,19.6,,254,10.6,220
X8,17/04/2009,13.3,19.4,9.9,65,12.3,1002.9,17.6,,320,11.6,97
X8,18/04/2009,13.4,19.2,9.1,76,0,1004.5,18.9,,210,7.3,228
X8,19/04/2009,14.5,20,9.2,64,0,1007.1,25.1,,113,8.4,129
X8,20/04/2009,15,21.6,11,62,0,1008.9,19.4,,323,10.6,314
X8,21/04/2009,17.1,24.1,11.9,60,2.1,1007.7,19.1,,299,11.6,85
X8,22/04/2009,19.4,26.6,14.9,44,0,1007.7,25.2,,304,12.5,324
X8,23/04/2009,19.7,26.9,14.1,45,0,1006.4,27.4,,269,11,337
X8,24/04/2009,17,22.3,13.9,60,0,1003.6,25.2,,86,10,66
X8,25/04/2009,15.9,19.1,12.7,72,0,999.8,20.5,,78,14.2,67
X8,26/04/2009,14.5,19.4,9.8,76,13,997.5,17.4,,11,14.7,336
X8,27/04/2009,14.9,21.7,9.6,61,0.2,998.8,25,,275,10.3,254
X8,28/04/2009,15.9,20.7,12.4,62,0,999.1,20.9,,68,9.2,272
X8,29/04/2009,15.3,21.1,10.7,64,0,1005.4,26.3,,121,7.1,120
X8,30/04/2009,15.3,19.9,11.5,74,8.6,1006.4,21.2,,93,6.5,88
X8,01/05/2009,15.7,23.6,12.1,70,7.9,1009.1,18.8,,311,9.9,306
X8,02/05/2009,18.1,24,12.2,50,0,1013.3,28.7,,281,10.8,299
X8,03/05/2009,19.6,25.4,15.5,48,0,1012.4,28.1,,273,9.5,321
X8,04/05/2009,19.1,25.3,15.1,60,0.1,1011.1,23.1,,170,7.4,313
X8,05/05/2009,17.5,23.5,12.8,61,0,1012.3,28.1,,257,8.8,306
X8,06/05/2009,20.1,26.6,13.8,55,0,1011.4,28.2,,208,7.2,222
X8,07/05/2009,20.9,27.2,16,51,0,1009,28,,233,8.3,214
X8,08/05/2009,19.6,25.8,14.8,58,0,1008.9,22.4,,176,5.5,208
X8,09/05/2009,17.8,21.7,15,76,0.1,1007.6,18,,90,7.8,92
X8,10/05/2009,18.7,22.9,15.7,77,0.1,1005.9,23.1,,92,8.1,105
X8,11/05/2009,17.8,20.9,15.5,81,0,1003.8,16.9,,76,10.1,87
X8,12/05/2009,19.7,24.4,15.8,76,0,1002.7,26.4,,90,7.9,74
X8,13/05/2009,18.7,25.1,15.9,79,0.1,1003.5,12,,80,8,54
X8,14/05/2009,16.8,21.6,13.8,85,11,1000.1,6.9,,104,6.6,99
X8,15/05/2009,16.1,22,12.2,61,0,1002.5,29.3,,335,10.1,305
X8,16/05/2009,17.9,22.8,12.5,62,0,1006,30.2,,238,7.9,206
X8,17/05/2009,18.4,23.3,13.6,66,0,1006.4,27.9,,220,8.6,216
X8,18/05/2009,18.7,24.2,14.6,64,0,1009.1,28.2,,95,6.5,89
X8,19/05/2009,20.1,26,14.1,59,0,1009.6,29.1,,150,5.7,164
X8,20/05/2009,21.3,27.1,15.8,53,0,1009,26.4,2.2,93,7.3,83
X8,21/05/2009,21.8,25.6,18.4,63,0,1005,26.7,3.3,80,9.9,67
X8,22/05/2009,21.4,25.1,17.1,68,0,1004.2,13,1.8,88,10.7,35
X8,23/05/2009,21.9,25.8,19.5,69,0,1004.2,17.9,2.7,72,9.3,50
X8,24/05/2009,21.5,26.4,18.1,72,0,1006.2,19.2,2.5,91,9.8,85
X8,25/05/2009,19.8,24.8,16.9,81,0,1005.6,14.1,2.2,100,7.7,52
X8,26/05/2009,21.1,27,16.1,67,0,1008.2,27.4,2.2,129,9,101
X8,27/05/2009,19.8,25,15.7,57,0,1013.3,27.7,3,269,8.6,292
X8,28/05/2009,22.2,29.6,15.9,42,0,1013.5,27.4,2.1,257,8.9,301
X8,29/05/2009,21.5,26.2,17.8,58,0,1009.3,29.7,2,206,8,191
X8,30/05/2009,22.4,27.7,17.8,51,0,1004.4,30.3,2,214,8.6,186
X8,31/05/2009,20.3,27.1,17.3,65,0.1,1004.3,27.2,2.6,88,10.9,89
X8,01/06/2009,21.4,25.8,16.4,62,0,1004.7,29.9,2,204,8.4,208
X8,02/06/2009,23.1,29,17,46,0,1004.9,29.9,2,214,8.3,206
X8,03/06/2009,,,18.4,,0,,29.8,,,,
X8,04/06/2009,,27.7,18.9,,0,,22.7,,,6,211
X8,05/06/2009,20.8,24.8,17.5,76,3.2,995.9,10.1,1.7,242,6.9,228
X8,06/06/2009,20.8,26.1,15.6,58,4.2,994.7,22.4,2.8,251,10.6,222
X8,07/06/2009,20.4,25.6,15.3,58,0,1000.1,26.3,2.6,267,7.9,304
X8,08/06/2009,20.3,24.6,16.6,73,0,1000.5,16.5,2.2,227,7.9,230
X8,09/06/2009,22.3,28.6,17.5,42,0,1004.3,28.1,3.3,272,12.2,230
X8,10/06/2009,22.2,26.6,17.4,60,0,1008.7,28.9,2.2,218,9.9,240
X8,11/06/2009,22.1,26.1,18,61,0,1011.2,29.3,2.6,104,9.1,77
X8,12/06/2009,23.1,27.5,19.3,65,0,1011.2,30.6,2.4,232,9,207
X8,13/06/2009,24.9,30.1,18.8,51,0,1008.6,29.2,2.4,227,9.3,221
X8,14/06/2009,25.9,30.8,21.1,52,0,1008.5,26.3,2,102,6.6,136
X8,15/06/2009,24.6,29.5,21.6,62,0,1006.6,20.5,3.3,80,9.5,108
X8,16/06/2009,25.5,31.2,20.7,58,0,1009.1,25.7,2.2,99,8.7,90
X8,17/06/2009,26.1,31.1,21.6,50,0,1009.8,29.5,1.5,155,5.5,128
X8,18/06/2009,25.6,31.1,20.8,52,0,1009.7,28.9,1.7,146,5.9,203
X8,19/06/2009,25.7,31.4,22.1,55,0,1007.8,14.7,1.8,114,7.4,141
X8,20/06/2009,22.8,28,19.6,68,0.7,1008.2,20.1,2.7,236,9.5,184
X8,21/06/2009,21.9,26.5,18.7,59,0,1008.7,26.4,2.5,230,9.5,231
X8,22/06/2009,21.9,26.6,17.3,64,0,1008.1,24.7,2,188,8.9,223
X8,23/06/2009,22.3,26,18.7,62,0,1005.6,29.2,2.4,217,9.9,207
X8,24/06/2009,23,28.2,18.8,72,0,1001.4,26.6,2.7,227,10.5,181
X8,25/06/2009,23.9,29.1,19.8,64,0.1,1000.5,27.6,2.2,154,8.5,62
X8,26/06/2009,24.8,29.8,19.6,54,0,1002,29.5,2,176,7.4,205
X8,27/06/2009,24.6,29.7,19.8,58,0,1004.3,29.9,2.7,232,9.1,244
X8,28/06/2009,24.6,29.5,20.2,70,0,1003.4,29.1,2.2,225,8.7,225
X8,29/06/2009,26.5,33.4,21.3,60,0,1005.2,28.4,1.7,192,7.4,129
X8,30/06/2009,28.1,33.6,21.1,45,0,1007.1,29.6,2,130,7.8,50
X8,01/07/2009,29.4,34.4,24.8,37,0,1007.5,29.5,2.2,168,7.7,105
X8,02/07/2009,27.4,34,22.5,46,0,1006.2,27.1,2.1,150,8.7,117
X8,03/07/2009,27.2,33.1,22.4,56,0,1004.6,28.8,1.8,203,7.6,170
X8,04/07/2009,27.6,33.1,22.7,54,0,1001.8,30,2,143,7.4,140
X8,05/07/2009,27.2,32.2,22.8,58,0,1001.3,28.5,1.9,176,7.7,169
X8,06/07/2009,26.4,31.9,23.2,57,0,1002.1,25.5,2,152,7.6,193
X8,07/07/2009,24.1,27.6,21.8,61,0.1,1003.6,14.8,2.1,131,5.9,137
X8,08/07/2009,22.5,25.2,20.5,62,0,1007.4,5.6,1.2,168,4.9,163
X8,09/07/2009,20.4,22.4,17.7,79,47.4,1008.9,4,1.3,14,5.6,290
X8,10/07/2009,21.9,26,20,69,0,1008.7,15.3,2,101,7.2,153
X8,11/07/2009,22.6,25.4,20.6,72,0,1008.1,9.2,1.5,123,5.6,169
X8,12/07/2009,25,29,21,76,0,1005.3,27.4,2.3,228,9.3,236
X8,13/07/2009,25.8,29.9,21.2,70,0,1003.3,29.1,2.2,98,6.7,89
X8,14/07/2009,25.2,28.4,23.2,71,0,1002,24.6,3.5,89,9.3,89
X8,15/07/2009,25.5,29.7,22.5,70,0,1007.8,23.1,1.5,143,6,149
X8,16/07/2009,24.9,30.1,21.5,75,0,1008.8,23.6,1.8,164,5.9,134
X8,17/07/2009,24.1,28.6,19.3,69,0,1006.7,14.2,2.5,147,8.4,175
X8,18/07/2009,22,27.1,17.2,39,0,1010.8,30.7,3.2,268,9.8,172
X8,19/07/2009,23.1,27.7,17.8,61,0,1011.5,27.2,2.1,207,8.8,210
X8,20/07/2009,24.4,29.6,20,67,0,1010.6,28.9,2.5,230,9.6,223
X8,21/07/2009,25.3,30.1,20.7,64,0,1007.3,27.8,2.1,193,7.8,210
X8,22/07/2009,26.4,33.1,22.1,70,0.2,1002.1,23.7,2,121,9.5,321
X8,23/07/2009,30.4,38.7,23.5,47,0,1000.4,27.7,2.7,259,13,282
X8,24/07/2009,28.4,33.7,23.2,50,0,1006.5,28.5,1.9,140,8.1,99
X8,25/07/2009,24.9,29.2,21.9,64,0,1012.7,25.8,2.6,213,10.3,236
X8,26/07/2009,25.2,29.7,21,67,0,1009.9,27,2.4,224,9.8,223
X8,27/07/2009,25.9,32.4,21.6,64,0,1006.1,25.3,2.5,118,11.1,89
X8,28/07/2009,25.5,29.9,21.9,62,0,1008.4,26.2,1.9,198,7.4,159
X8,29/07/2009,25.8,30.8,21.3,69,0,1007.3,27.3,2.1,215,9.3,220
X8,30/07/2009,26.8,32.4,23.3,68,0,1010.4,26.9,2.3,221,8.4,227
X8,31/07/2009,26,30.2,22.2,65,0,1008.7,27,2.7,224,10.5,216
X8,01/08/2009,25.8,30.8,22.1,70,0,1003.8,21.3,2.3,226,9.2,181
X8,02/08/2009,24.5,29.9,21.1,62,0,1005.4,23.6,2.6,144,9,160
X8,03/08/2009,23.9,28.6,20.8,57,0,1006.7,20.4,2.1,127,7.4,146
X8,04/08/2009,25,29.8,19.7,63,0,1006.9,25.1,2.3,220,9.8,205
X8,05/08/2009,26.9,32,23.2,67,0,1006.2,26.4,2.4,226,8,184
X8,06/08/2009,26.8,32.1,22.1,60,0,1005.6,26.2,2.1,221,9.3,204
X8,07/08/2009,26.6,32.2,22.6,64,0,1006.3,21.7,1.9,189,7.3,195
X8,08/08/2009,26.3,32.6,21.5,61,0,1005.5,23.4,2.2,230,9.1,198
X8,09/08/2009,25.6,31,22.5,60,0,1004.6,17.2,2.2,31,9.4,341
X8,10/08/2009,24.6,30.5,21.9,68,0,1008.6,17.4,1.9,217,7.6,203
X8,11/08/2009,26,31.6,21.4,60,0,1009.6,24.9,1.8,196,8.1,165
X8,12/08/2009,26.8,33.1,22,54,0,1008.1,24,1.7,157,6.9,146
X8,13/08/2009,27.8,32.9,24.1,47,0,1005.6,24.9,2.3,213,8.7,213
X8,14/08/2009,28.7,34.9,23.2,43,0,1005.3,25,1.7,182,6.4,136
X8,15/08/2009,27.5,33.1,23.4,53,0,1006.8,25.4,2.1,107,6.8,106
X8,16/08/2009,26.7,32.5,22,66,0,1007.9,24.6,1.6,189,5.8,142
X8,17/08/2009,28.5,34.7,23.3,52,0,1006.2,25,2,227,8.4,236
X8,18/08/2009,28.8,35,23.6,42,0,1007.4,24.9,2,234,9.2,217
X8,19/08/2009,29.9,37.4,23,30,0,1008.4,26.2,1.4,205,6.3,173
X8,20/08/2009,28.9,36.3,22.8,42,0,1009.3,25.5,1.4,190,6.6,188
X8,21/08/2009,27.3,32.9,22.9,64,0,1010.1,24.6,1.7,148,6.5,101
X8,22/08/2009,26.3,32,22.5,69,0,1008.9,18.2,1.7,185,8.4,196
X8,23/08/2009,27.2,32.9,22.8,64,0,1005.1,24.5,2,213,10.3,198
X8,24/08/2009,27.6,33.8,23,66,0,1000.6,23.8,1.6,205,8.2,176
X8,25/08/2009,26.2,30.5,24.2,71,0.3,1000.9,13.3,3.1,83,9.4,86
X8,26/08/2009,26.2,30.9,22.6,64,0,1005.3,21,1.8,164,7.3,146
X8,27/08/2009,26.4,31.5,21.6,66,0,1007.7,22.9,1.6,154,6.7,108
X8,28/08/2009,27.1,31.8,23.4,58,0,1007,23.1,2.3,136,8.1,135
X8,29/08/2009,25.5,30.1,23.6,64,0,1008,14,2.6,213,7.8,172
X8,30/08/2009,24.7,29,21.9,63,0,1008.3,18.9,2,114,6.8,138
X8,31/08/2009,24.8,29.3,21.1,71,0,1007.3,9.7,1.6,212,6.6,196
X8,01/09/2009,25.9,30.9,23,71,0,1006.6,14.6,1.6,209,8,203
X8,02/09/2009,26,31.7,23.2,73,0,1005.3,16,1.9,162,7.4,178
X8,03/09/2009,25.1,29.6,22.7,69,0,1003.9,15.8,2.6,102,8.4,124
X8,04/09/2009,25.1,31.4,22,65,0,1005.8,16.4,2.2,109,10.5,64
X8,05/09/2009,22.4,27.5,19.8,55,0,1010.8,14.4,2,250,8,301
X8,06/09/2009,22.8,28.1,18.7,64,0,1010.8,21.6,1.5,146,6.7,165
X8,07/09/2009,23,28.6,18.2,64,0,1011.2,22.6,1.9,90,6.3,104
X8,08/09/2009,23,28.5,18.7,68,0,1010.6,19.8,2,97,6.7,108
X8,09/09/2009,23.4,30.1,17.5,57,0,1010.7,22.5,1.7,127,6.4,139
X8,10/09/2009,24.4,29.8,19.9,53,0,1011.3,21.3,1.9,140,6.5,116
X8,11/09/2009,24.2,29.4,20.2,54,0,1009.3,20,1.9,116,7,122
X8,12/09/2009,23.7,29.1,18.9,53,0,1006.1,20.3,1.6,133,6.6,154
X8,13/09/2009,22.7,27.2,20.4,62,0.4,1005.4,12.1,1.6,199,8.9,267
X8,14/09/2009,20.5,27.6,16.3,71,13.8,1000.8,10.9,2.6,27,12,21
X8,15/09/2009,17.1,18.6,15.2,66,0.3,1000.6,3.1,1.7,32,6.7,65
X8,16/09/2009,19.5,25.2,14.4,53,0,999.1,20.6,2.2,258,8.2,229
X8,17/09/2009,20.5,23.7,16.8,65,10.5,1001.5,11.8,2.7,88,9.5,196
X8,18/09/2009,19.5,23.9,16.7,66,1,1002.3,14,2.5,263,11,219
X8,19/09/2009,19.2,25.3,15.5,60,0.3,1007.4,18.4,2.3,325,11.2,302
X8,20/09/2009,19.6,26.4,15.5,68,34.3,1009.5,13.1,1.6,149,8.8,63
X8,21/09/2009,20.6,26.5,15.1,62,0.9,1010.1,17.2,1.6,277,6.2,295
X8,22/09/2009,23,27.9,17.9,54,0,1010.9,14.3,2.8,78,10.7,86
X8,23/09/2009,22.8,26.9,19.1,58,0,1012.3,19.1,2.9,84,11.1,112
X8,24/09/2009,23.8,29.7,18.8,50,0,1009.3,19.1,1.9,267,8,334
X8,25/09/2009,22.7,27.7,18.1,63,0,1009.1,17.9,1.6,156,6.3,133
X8,26/09/2009,21.9,26.9,18.2,63,0,1010.4,16.7,1.4,104,5.8,169
X8,27/09/2009,21.7,26.1,17.6,65,0,1011.3,18.3,3,77,10.9,85
X8,28/09/2009,21.8,24.9,20.1,59,0,1010.9,10.1,2.7,70,8,117
X8,29/09/2009,21.7,26.3,17.8,57,0,1009,16,2.2,86,8.5,100
X8,30/09/2009,20.9,25.6,17.6,62,0.9,1006.3,7.9,1.1,270,5,279
X8,01/10/2009,21.7,28,17.7,61,2.1,1005,15.6,1.5,255,9.4,344
X8,02/10/2009,21.1,27,17.3,67,0,1005.6,17.4,2.1,304,7.3,331
X8,03/10/2009,20.4,25.5,17.5,62,0,1007.3,16,2.1,285,7.9,341
X8,04/10/2009,20.6,26.2,16.4,70,0,1007.3,16.1,1.8,246,6.9,211
X8,05/10/2009,22,27.5,18,78,0,1007.8,16.7,2.1,244,7.4,173
X8,06/10/2009,22.1,27.7,18.1,75,0,1009.4,15.6,1.2,224,5.9,235
X8,07/10/2009,22.9,29.5,18,66,0,1007.9,15.4,1,158,5.1,166
X8,08/10/2009,23.9,28.5,20.4,63,0,1004.6,13.5,2,263,11.5,325
X8,09/10/2009,21.4,25.6,18.9,74,2.2,1007.8,14.3,1.9,128,8.2,79
X8,10/10/2009,20.8,24.5,18.2,77,0,1008.5,9.9,1.6,99,7.5,114
X8,11/10/2009,20.6,26.7,16.5,70,0,1008.3,16.5,1.6,244,7.1,212
X8,12/10/2009,20.4,27,17,67,0,1006.7,15.4,2.3,359,10.3,291
X8,13/10/2009,20.1,27.2,16,56,0,1009.2,16.5,2.5,297,9.1,8
X8,14/10/2009,19.2,24.6,15.4,55,0,1007.2,13.8,1.7,161,7.9,127
X8,15/10/2009,16.5,21.4,11.7,43,2.5,1006.9,11.7,2.3,119,9.5,89
X8,16/10/2009,15.1,21.8,10,34,0,1010.9,15.3,2.6,308,9.6,316
X8,17/10/2009,15.7,20.6,10.8,39,0,1007.7,15.8,2,266,8.8,321
X8,18/10/2009,14.9,20.3,9.9,43,0,1006.9,15.1,1.9,216,7.3,0
X8,19/10/2009,14.4,17.2,10.9,65,0,1004.9,5.8,1.1,101,5.3,121
X8,20/10/2009,17.8,19.6,14.3,71,4.1,997.4,2.2,3,201,12.1,210
X8,21/10/2009,17.2,21.8,13.8,68,17.7,991.2,7,1.9,271,13.2,195
X8,22/10/2009,14.4,16.6,11.9,70,64.2,989.8,1.6,3.1,326,14.9,8
X8,23/10/2009,17,22,11.6,56,0,1003.9,14.2,2.1,302,7.6,288
X8,24/10/2009,18.4,24.5,13.4,71,0,1006.9,13.8,1.5,271,7.1,282
X8,25/10/2009,20,25.8,16.1,74,0,1007,9.9,0.9,217,3.8,332
X8,26/10/2009,18.7,22,15.6,83,0,1008.6,4.4,1.5,80,4.6,124
X8,27/10/2009,17.7,22.6,14.2,81,0.1,1009.4,9.2,1.2,143,4.8,136
X8,28/10/2009,18.3,21.4,16.4,83,0,1010.7,5.9,1.2,201,4.6,211
X8,29/10/2009,18.9,24.4,15.7,78,0,1008.4,11.5,1.9,278,7.1,294
X8,30/10/2009,18.1,23,14.4,75,0,1010.7,11.9,1.6,82,6.1,109
X8,31/10/2009,17.6,22.3,14.3,82,0,1014.4,9.1,1,256,4,161
X8,01/11/2009,18.4,22.4,14,82,0,1009.3,8.8,2,239,8.9,221
X8,02/11/2009,17.7,22.7,13.4,60,0.1,1001.3,9.4,3.4,296,12.6,288
X8,03/11/2009,17.4,23.3,13,49,0,997,12.8,5,304,18,322
X8,04/11/2009,17.2,23.2,13.3,46,0,993.8,11,3.1,289,14.1,253
X8,05/11/2009,13.8,18,10.1,46,0,996.1,12,3.5,293,12.8,318
X8,06/11/2009,12.3,18.7,8.5,57,0,1001,12,2.7,303,11.6,302
X8,07/11/2009,13.8,20,9.3,56,0,998.3,8.8,3.7,305,14,323
X8,08/11/2009,11,15,9,55,0,994,8.5,6.4,306,18.4,292
X8,09/11/2009,12.1,17.6,8.1,41,0,997.2,10.6,4.2,315,11.1,339
X8,10/11/2009,11,15.9,6.5,42,0,1002.5,9.9,2.5,298,8.9,297
X8,11/11/2009,13.3,18.1,8.4,65,0,1001.1,6.7,1.1,270,5.4,223
X8,12/11/2009,15.5,19.6,11.7,68,0,1004.4,7.2,1.8,279,6.1,247
X8,13/11/2009,15.7,20.4,11.3,73,0,1007.2,7.8,1.2,261,4.8,313
X8,14/11/2009,16.4,20.9,13.4,79,0,1007.1,8.9,1.3,262,4.9,332
X8,15/11/2009,17.7,23.9,13.6,64,0,1005.8,9.8,1.5,261,5.7,338
X8,16/11/2009,18.6,26.8,12.5,52,0,1004.8,9.7,1.7,266,5.8,211
X8,17/11/2009,16.2,21.3,13.7,77,0,1008.3,7.2,1.1,98,6.5,33
X8,18/11/2009,16,21.8,12.5,75,0,1013.2,7.5,1.2,81,4,105
X8,19/11/2009,15.3,18.2,12.7,79,0,1013.5,3.7,1.5,62,7.8,94
X8,20/11/2009,15.7,20.5,12.6,77,0,1015.8,8,1.4,87,5.1,92
X8,21/11/2009,15.3,20.1,11.8,79,0,1017.2,6.5,1.8,265,7.4,231
X8,22/11/2009,16.2,20.2,13.1,65,0.4,1014.4,6.6,2.6,295,11.2,306
X8,23/11/2009,14.4,20.3,11.1,54,0,1017.3,9.3,2.9,301,9.9,311
X8,24/11/2009,13.6,19.1,8.9,66,0,1016.1,9.4,2.5,287,10.6,308
X8,25/11/2009,14.3,19.9,10.1,73,0,1009.4,9.2,2,257,6.8,232
X8,26/11/2009,15.5,20.5,12.1,61,0,1009.6,9.2,2.1,266,6.9,220
X8,27/11/2009,14.1,17.4,10.8,69,0,1007.1,5.3,1.9,309,8.7,347
X8,28/11/2009,13.2,18.4,8.7,58,0,1007.8,9.6,2.7,289,7.8,215
X8,29/11/2009,12.2,16.1,9.2,71,4.6,994.3,3,2.8,278,13.9,241
X8,30/11/2009,9.1,13,6.6,60,0,992.6,8.3,5,299,17.3,301
X8,01/12/2009,10,14.6,6.5,52,0,1002.8,9.6,4.8,308,14.1,316
X8,02/12/2009,12.1,16.6,6.5,64,0,1004.9,8.1,1.8,287,9.2,337
X8,03/12/2009,12.6,14.8,10.6,71,0,999.2,3.8,2.5,301,11.5,311
X8,04/12/2009,12.2,16.8,10.4,64,0,1002.9,5.1,4.2,312,15.3,310
X8,05/12/2009,11.5,16.6,8.3,68,0,1008.2,6.8,2.5,299,9.1,308
X8,06/12/2009,13.8,18.4,9.2,69,0,1006.5,8.2,2.3,269,11.1,299
X8,07/12/2009,15.5,20.3,12.4,63,0,1005.5,6.7,2.3,275,7.4,291
X8,08/12/2009,14.9,19,10.2,64,0,1010.1,8.3,1.8,313,6.9,329
X8,09/12/2009,12.6,18.2,8.6,69,0,1014.6,7.9,1,254,5,285
X8,10/12/2009,13.7,20.4,9.5,64,0,1015.4,8.3,1,239,5.5,314
X8,11/12/2009,13,18.5,9.9,64,0,1009,8.1,1.4,312,5.1,281
X8,12/12/2009,10.7,13.6,7.3,69,0,1003.6,4.5,1.4,233,7.6,102
X8,13/12/2009,7.2,8.8,6,67,0.1,999.8,1.9,1.5,329,6.5,346
X8,14/12/2009,8,9.6,5.1,60,10.3,992.7,1.4,4,38,16.4,50
X8,15/12/2009,4.7,6.2,3,65,8.3,997,2.8,5.3,307,14.4,307
X8,16/12/2009,4.1,6.6,1.4,56,0,998.5,5,3.9,305,11.2,293
X8,17/12/2009,4.9,6.9,3.1,65,0,997.9,2.6,2.9,313,8.8,321
X8,18/12/2009,4.4,9.3,0.8,56,0,995.3,7.6,3.1,309,14.2,309
X8,19/12/2009,4.3,10.2,0.1,38,0,995.7,9.1,4,313,11.3,321
X8,20/12/2009,3.6,8.4,-0.9,41,0,1004,9,3.5,302,12.4,318
X8,21/12/2009,6.9,10.2,3.8,79,6.4,994.9,0.9,1.7,283,6.9,290
X8,22/12/2009,11.8,14,10.1,84,4.6,986.9,1.4,2.4,279,7.7,293
X8,23/12/2009,12,14,9.5,75,5.4,987.3,1.4,2.6,274,9.8,309
X8,24/12/2009,13.1,15.7,10.5,84,8.2,983.3,0.8,1.8,272,8.1,248
X8,25/12/2009,13,16.3,10.6,60,0.1,997.1,8.3,3.3,330,11.5,328
X8,26/12/2009,9.8,11.2,8.6,79,2.6,997.3,2.1,2.2,53,7,56
X8,27/12/2009,9.4,13.6,6.4,67,0,1005.6,8.5,2.7,290,11.8,313
X8,28/12/2009,12.4,15.6,8,57,1.2,998.8,3.6,2.9,289,8.8,329
X8,29/12/2009,15.9,20.9,10.8,70,0.7,996.2,4,2.1,279,9,299
X8,30/12/2009,16.2,21.9,13,67,0,993,6.7,1.6,266,8,272
X8,31/12/2009,13.7,18.3,11.4,63,0,987.4,6.8,2.8,262,12.5,313
X8,01/01/2010,10.6,13.5,8.6,47,0,992.2,7.1,6.3,291,20.9,294
X8,02/01/2010,9.3,12.1,7.1,63,0,1007,6.1,3.5,325,12.1,313
X8,03/01/2010,10.6,16,6.6,73,0.5,1007.1,6.3,1.4,242,4.7,135
X8,04/01/2010,9.9,11,8,82,10.4,999.9,1.5,2,66,6.8,53
X8,05/01/2010,9.9,11.2,8.6,88,9.6,990.9,1.3,1.3,43,6.6,27
X8,06/01/2010,7.2,11.3,4.2,55,0.1,994.4,9.3,2.7,311,9.2,288
X8,07/01/2010,5.9,7.8,4.1,71,13.5,990.6,1.2,4.2,49,18.4,52
X8,08/01/2010,4.7,7.4,3.5,70,3,987,3.7,4.4,307,11.9,40
X8,09/01/2010,3.1,7,1.1,45,0,994.2,5.7,4.9,303,12.1,289
X8,10/01/2010,2.8,7.4,-1.1,55,0,1003.5,9.3,2.7,308,14.6,306
X8,11/01/2010,4.8,9.8,2.4,56,0,1005.8,8,2.3,302,9.4,338
X8,12/01/2010,5.8,9.1,1.8,71,5.4,1001.8,5.2,2.7,296,14.8,340
X8,13/01/2010,9.7,15.1,6.9,64,0,998.8,8.8,3.1,307,13.7,302
X8,14/01/2010,10.7,15.7,8.5,76,2.8,989.4,4.4,3.7,297,14.2,311
X8,15/01/2010,11,16.6,7.8,57,0,1008.1,9.5,2.7,296,9.5,298
X8,16/01/2010,10.4,15.7,6.5,71,1.1,1010.4,7.7,1.4,264,5,215
X8,17/01/2010,11.1,12.7,9.3,88,2.5,1013,2.2,0.7,92,3.2,38
X8,18/01/2010,10.5,11.7,9.1,91,6.7,1013.6,1.1,0.9,137,4.2,206
X8,19/01/2010,10,11.3,8.9,92,1.6,1009.4,1.2,0.7,169,2.6,270
X8,20/01/2010,11.3,16.3,8.6,83,0.1,1006.6,4.6,1.5,63,8.1,46
